航班ID,日期,国际/国内,航班号,起飞机场,降落机场,起飞时间,降落时间,飞机ID,机型,旅客数,联程旅客数,座位数,重要系数
841,2017/5/5,国内,177,37,49,2017/5/5 16:50,2017/5/5 19:05,126,2,96,50,183,1.0 
842,2017/5/8,国内,177,37,49,2017/5/8 16:50,2017/5/8 19:05,121,2,39,21,183,1.0 
843,2017/5/6,国内,190,45,37,2017/5/6 17:55,2017/5/6 19:45,64,2,82,17,161,1.0 
844,2017/5/6,国内,179,46,50,2017/5/6 15:50,2017/5/6 18:25,135,2,167,18,183,1.0 
845,2017/5/7,国内,179,46,50,2017/5/7 15:50,2017/5/7 18:25,114,2,102,52,161,1.0 
846,2017/5/8,国内,179,46,50,2017/5/8 15:50,2017/5/8 18:25,63,2,120,9,161,1.0 
847,2017/5/5,国内,189,49,37,2017/5/5 11:35,2017/5/5 13:55,35,2,70,21,161,1.0 
848,2017/5/6,国内,189,49,37,2017/5/6 11:35,2017/5/6 13:55,64,2,82,15,161,1.0 
849,2017/5/7,国内,189,49,37,2017/5/7 11:35,2017/5/7 13:55,54,2,53,24,161,1.0 
850,2017/5/8,国内,189,49,37,2017/5/8 11:35,2017/5/8 13:55,64,2,53,6,161,1.0 
851,2017/5/6,国内,190,37,49,2017/5/6 20:50,2017/5/6 23:00,64,2,81,17,161,1.0 
852,2017/5/5,国际,192,49,21,2017/5/5 10:35,2017/5/5 14:50,6,2,63,10,161,1.5 
853,2017/5/8,国际,192,49,21,2017/5/8 10:35,2017/5/8 14:50,11,2,97,4,161,1.5 
854,2017/5/6,国内,177,44,37,2017/5/6 14:00,2017/5/6 15:40,124,2,96,42,183,1.0 
855,2017/5/6,国内,177,37,49,2017/5/6 16:50,2017/5/6 19:05,124,2,51,42,183,1.0 
856,2017/5/5,国内,179,43,46,2017/5/5 13:40,2017/5/5 14:50,94,2,126,26,161,1.0 
857,2017/5/5,国内,179,46,50,2017/5/5 15:50,2017/5/5 18:25,94,2,145,26,161,1.0 
858,2017/5/5,国内,189,37,45,2017/5/5 14:55,2017/5/5 17:10,35,2,118,21,161,1.0 
859,2017/5/6,国内,189,37,45,2017/5/6 14:55,2017/5/6 17:10,64,2,110,15,161,1.0 
860,2017/5/7,国内,189,37,45,2017/5/7 14:55,2017/5/7 17:10,54,2,92,24,161,1.0 
861,2017/5/8,国内,189,37,45,2017/5/8 14:55,2017/5/8 17:10,64,2,81,6,161,1.0 
862,2017/5/5,国内,196,49,38,2017/5/5 11:05,2017/5/5 12:45,36,2,86,9,161,1.0 
863,2017/5/6,国内,196,49,38,2017/5/6 11:05,2017/5/6 12:45,41,1,52,21,119,1.0 
864,2017/5/7,国内,196,49,38,2017/5/7 11:05,2017/5/7 12:45,35,2,48,47,161,1.0 
865,2017/5/8,国内,196,49,38,2017/5/8 11:05,2017/5/8 12:45,86,2,84,11,155,1.0 
866,2017/5/5,国内,184,49,46,2017/5/5 8:35,2017/5/5 11:25,42,1,86,0,119,1.0 
867,2017/5/5,国内,178,50,46,2017/5/5 7:55,2017/5/5 10:40,94,2,142,1,161,1.0 
868,2017/5/6,国内,178,50,46,2017/5/6 7:55,2017/5/6 10:40,135,2,145,23,183,1.0 
869,2017/5/7,国内,178,50,46,2017/5/7 7:55,2017/5/7 10:40,114,2,84,38,161,1.0 
870,2017/5/8,国内,178,50,46,2017/5/8 7:55,2017/5/8 10:40,63,2,107,32,161,1.0 
871,2017/5/6,国内,184,49,46,2017/5/6 8:35,2017/5/6 11:25,103,2,115,0,161,1.0 
872,2017/5/7,国内,184,49,46,2017/5/7 8:35,2017/5/7 11:25,43,1,54,0,119,1.0 
873,2017/5/8,国内,184,49,46,2017/5/8 8:35,2017/5/8 11:25,49,2,66,0,161,1.0 
874,2017/5/5,国内,185,46,49,2017/5/5 12:30,2017/5/5 15:20,42,1,117,0,119,1.0 
875,2017/5/6,国内,185,46,49,2017/5/6 12:30,2017/5/6 15:20,103,2,115,0,161,1.0 
876,2017/5/7,国内,185,46,49,2017/5/7 12:30,2017/5/7 15:20,43,1,83,0,119,1.0 
877,2017/5/8,国内,185,46,49,2017/5/8 12:30,2017/5/8 15:20,49,2,127,0,161,1.0 
878,2017/5/5,国内,206,54,49,2017/5/5 20:50,2017/5/5 23:05,134,2,50,84,183,1.0 
879,2017/5/5,国际,199,21,49,2017/5/5 15:50,2017/5/5 20:10,6,2,79,14,161,1.5 
880,2017/5/8,国际,199,21,49,2017/5/8 15:50,2017/5/8 20:10,11,2,59,9,161,1.5 
881,2017/5/7,国内,206,54,49,2017/5/7 20:50,2017/5/7 23:05,49,2,65,17,161,1.0 
882,2017/5/7,国内,210,44,38,2017/5/7 13:10,2017/5/7 15:20,65,2,54,27,161,1.0 
883,2017/5/7,国内,210,38,50,2017/5/7 16:20,2017/5/7 17:50,65,2,94,27,161,1.0 
884,2017/5/7,国内,220,46,50,2017/5/7 21:15,2017/5/8 0:05,96,2,109,0,161,1.0 
885,2017/5/5,国内,205,49,54,2017/5/5 6:55,2017/5/5 9:20,134,2,37,44,183,1.0 
886,2017/5/7,国内,205,49,54,2017/5/7 6:55,2017/5/7 9:20,130,2,33,14,183,1.0 
887,2017/5/5,国内,220,46,50,2017/5/5 21:15,2017/5/6 0:05,117,2,161,0,161,1.0 
888,2017/5/8,国内,220,46,50,2017/5/8 21:15,2017/5/9 0:05,135,2,107,0,183,1.0 
889,2017/5/8,国内,210,44,38,2017/5/8 13:10,2017/5/8 15:20,96,2,76,19,161,1.0 
890,2017/5/5,国内,207,49,46,2017/5/5 10:20,2017/5/5 13:05,58,2,114,0,161,1.0 
891,2017/5/6,国内,207,49,46,2017/5/6 10:20,2017/5/6 13:05,93,2,123,0,155,1.0 
892,2017/5/7,国内,207,49,46,2017/5/7 10:20,2017/5/7 13:05,90,2,79,0,155,1.0 
893,2017/5/8,国内,207,49,46,2017/5/8 10:20,2017/5/8 13:05,48,2,88,0,161,1.0 
894,2017/5/8,国内,210,38,50,2017/5/8 16:20,2017/5/8 17:50,96,2,37,19,161,1.0 
895,2017/5/6,国内,220,46,50,2017/5/6 21:15,2017/5/7 0:05,114,2,138,0,161,1.0 
896,2017/5/5,国内,205,54,75,2017/5/5 10:15,2017/5/5 14:50,134,2,126,44,183,1.0 
897,2017/5/7,国内,205,54,75,2017/5/7 10:15,2017/5/7 14:50,130,2,133,14,183,1.0 
898,2017/5/5,国内,210,44,38,2017/5/5 13:10,2017/5/5 15:20,72,2,76,71,161,1.0 
899,2017/5/5,国内,197,43,38,2017/5/5 17:00,2017/5/5 19:00,36,2,86,38,161,1.0 
900,2017/5/6,国内,197,43,38,2017/5/6 17:00,2017/5/6 19:00,41,1,59,42,119,1.0 
901,2017/5/7,国内,197,43,38,2017/5/7 17:00,2017/5/7 19:00,35,2,27,24,161,1.0 
902,2017/5/8,国内,197,43,38,2017/5/8 17:00,2017/5/8 19:00,86,2,23,30,155,1.0 
903,2017/5/5,国内,210,38,50,2017/5/5 16:20,2017/5/5 17:50,72,2,99,71,161,1.0 
904,2017/5/5,国内,208,46,49,2017/5/5 14:10,2017/5/5 16:55,58,2,132,0,161,1.0 
905,2017/5/6,国内,208,46,49,2017/5/6 14:10,2017/5/6 16:55,93,2,98,0,155,1.0 
906,2017/5/7,国内,208,46,49,2017/5/7 14:10,2017/5/7 16:55,90,2,101,0,155,1.0 
907,2017/5/8,国内,208,46,49,2017/5/8 14:10,2017/5/8 16:55,48,2,73,0,161,1.0 
908,2017/5/5,国内,219,50,46,2017/5/5 17:25,2017/5/5 20:10,117,2,153,0,161,1.0 
909,2017/5/6,国内,219,50,46,2017/5/6 17:25,2017/5/6 20:10,114,2,118,0,161,1.0 
910,2017/5/7,国内,219,50,46,2017/5/7 17:25,2017/5/7 20:10,96,2,127,0,161,1.0 
911,2017/5/8,国内,219,50,46,2017/5/8 17:25,2017/5/8 20:10,135,2,134,0,183,1.0 
912,2017/5/5,国内,206,75,54,2017/5/5 15:55,2017/5/5 20:05,134,2,92,84,183,1.0 
913,2017/5/7,国内,206,75,54,2017/5/7 15:55,2017/5/7 20:05,49,2,23,17,161,1.0 
914,2017/5/5,国内,197,38,49,2017/5/5 20:00,2017/5/5 21:35,36,2,117,38,161,1.0 
915,2017/5/6,国内,197,38,49,2017/5/6 20:00,2017/5/6 21:35,41,1,52,42,119,1.0 
916,2017/5/7,国内,197,38,49,2017/5/7 20:00,2017/5/7 21:35,35,2,59,24,161,1.0 
917,2017/5/8,国内,197,38,49,2017/5/8 20:00,2017/5/8 21:35,86,2,45,30,155,1.0 
918,2017/5/5,国内,209,38,44,2017/5/5 9:55,2017/5/5 12:10,72,2,111,40,161,1.0 
919,2017/5/7,国内,209,38,44,2017/5/7 9:55,2017/5/7 12:10,65,2,59,40,161,1.0 
920,2017/5/8,国内,209,38,44,2017/5/8 9:55,2017/5/8 12:10,96,2,61,19,161,1.0 
921,2017/5/5,国内,209,50,38,2017/5/5 7:20,2017/5/5 8:55,72,2,100,40,161,1.0 
922,2017/5/7,国内,209,50,38,2017/5/7 7:20,2017/5/7 8:55,65,2,54,40,161,1.0 
923,2017/5/8,国内,209,50,38,2017/5/8 7:20,2017/5/8 8:55,96,2,65,19,161,1.0 
924,2017/5/8,国内,226,75,37,2017/5/8 10:20,2017/5/8 14:00,107,2,86,7,161,1.0 
925,2017/5/8,国内,226,37,50,2017/5/8 15:15,2017/5/8 17:15,107,2,81,7,161,1.0 
926,2017/5/5,国内,221,50,38,2017/5/5 11:20,2017/5/5 13:00,53,2,67,33,161,1.0 
927,2017/5/6,国内,221,50,38,2017/5/6 11:20,2017/5/6 13:00,78,2,75,47,155,1.0 
928,2017/5/7,国内,221,50,38,2017/5/7 11:20,2017/5/7 13:00,78,2,43,52,155,1.0 
929,2017/5/8,国内,221,50,38,2017/5/8 11:20,2017/5/8 13:00,46,1,35,29,119,1.0 
930,2017/5/5,国内,224,75,38,2017/5/5 7:55,2017/5/5 11:45,68,2,79,81,161,1.0 
931,2017/5/5,国内,224,38,49,2017/5/5 12:45,2017/5/5 14:15,68,2,80,81,161,1.0 
932,2017/5/6,国内,226,75,37,2017/5/6 10:20,2017/5/6 14:00,70,2,126,35,161,1.0 
933,2017/5/5,国内,223,49,38,2017/5/5 16:55,2017/5/5 18:50,67,2,131,19,161,1.0 
934,2017/5/6,国内,223,49,38,2017/5/6 17:05,2017/5/6 18:50,68,2,53,16,161,1.0 
935,2017/5/7,国内,223,49,38,2017/5/7 17:05,2017/5/7 18:50,107,2,78,31,161,1.0 
936,2017/5/8,国内,223,49,38,2017/5/8 17:05,2017/5/8 18:50,67,2,82,44,161,1.0 
937,2017/5/7,国内,230,44,57,2017/5/7 16:10,2017/5/7 18:30,101,2,76,28,161,1.0 
938,2017/5/5,国内,230,44,57,2017/5/5 16:10,2017/5/5 18:30,71,2,128,34,161,1.0 
939,2017/5/8,国内,230,44,57,2017/5/8 16:10,2017/5/8 18:30,114,2,38,12,161,1.0 
940,2017/5/7,国内,230,57,50,2017/5/7 19:30,2017/5/7 20:55,101,2,77,28,161,1.0 
941,2017/5/6,国内,226,37,50,2017/5/6 15:15,2017/5/6 17:15,70,2,136,35,161,1.0 
942,2017/5/5,国内,221,38,45,2017/5/5 14:00,2017/5/5 16:20,53,2,59,33,161,1.0 
943,2017/5/6,国内,221,38,45,2017/5/6 14:00,2017/5/6 16:20,78,2,66,47,155,1.0 
944,2017/5/7,国内,221,38,45,2017/5/7 14:00,2017/5/7 16:20,78,2,71,52,155,1.0 
945,2017/5/5,国内,225,50,37,2017/5/5 16:00,2017/5/5 18:10,70,2,72,17,161,1.0 
946,2017/5/6,国内,225,50,37,2017/5/6 16:00,2017/5/6 18:10,71,2,36,5,161,1.0 
947,2017/5/7,国内,225,50,37,2017/5/7 16:00,2017/5/7 18:10,69,2,126,9,161,1.0 
948,2017/5/8,国内,225,50,37,2017/5/8 16:00,2017/5/8 18:10,68,2,90,12,161,1.0 
949,2017/5/8,国内,221,38,45,2017/5/8 14:00,2017/5/8 16:20,46,1,32,29,119,1.0 
950,2017/5/5,国内,223,38,75,2017/5/5 20:05,2017/5/6 0:25,67,2,143,19,161,1.0 
951,2017/5/6,国内,223,38,75,2017/5/6 20:05,2017/5/7 0:25,68,2,125,16,161,1.0 
952,2017/5/7,国内,223,38,75,2017/5/7 20:05,2017/5/8 0:25,107,2,97,31,161,1.0 
953,2017/5/8,国内,223,38,75,2017/5/8 20:05,2017/5/9 0:25,67,2,79,44,161,1.0 
954,2017/5/5,国内,229,50,57,2017/5/5 10:30,2017/5/5 11:55,71,2,104,7,161,1.0 
955,2017/5/6,国内,229,50,57,2017/5/6 10:30,2017/5/6 11:55,55,2,57,46,161,1.0 
956,2017/5/7,国内,229,50,57,2017/5/7 10:30,2017/5/7 11:55,101,2,52,48,161,1.0 
957,2017/5/8,国内,229,50,57,2017/5/8 10:30,2017/5/8 11:55,114,2,74,59,161,1.0 
958,2017/5/7,国内,222,45,38,2017/5/7 17:05,2017/5/7 19:10,78,2,45,18,155,1.0 
959,2017/5/5,国内,225,37,75,2017/5/5 19:10,2017/5/5 23:25,70,2,146,17,161,1.0 
960,2017/5/6,国内,225,37,75,2017/5/6 19:10,2017/5/6 23:25,71,2,130,5,161,1.0 
961,2017/5/7,国内,225,37,75,2017/5/7 19:10,2017/5/7 23:25,69,2,124,9,161,1.0 
962,2017/5/8,国内,225,37,75,2017/5/8 19:10,2017/5/8 23:25,68,2,105,12,161,1.0 
963,2017/5/8,国内,224,75,38,2017/5/8 7:55,2017/5/8 11:45,69,2,31,28,161,1.0 
964,2017/5/7,国内,222,38,50,2017/5/7 20:10,2017/5/7 21:40,78,2,60,18,155,1.0 
965,2017/5/8,国内,224,38,49,2017/5/8 12:45,2017/5/8 14:15,69,2,58,28,161,1.0 
966,2017/5/5,国内,229,57,44,2017/5/5 12:55,2017/5/5 15:25,71,2,134,7,161,1.0 
967,2017/5/6,国内,229,57,44,2017/5/6 12:55,2017/5/6 15:25,55,2,86,46,161,1.0 
968,2017/5/7,国内,229,57,44,2017/5/7 12:55,2017/5/7 15:25,101,2,71,48,161,1.0 
969,2017/5/8,国内,229,57,44,2017/5/8 12:55,2017/5/8 15:25,114,2,43,59,161,1.0 
970,2017/5/6,国内,224,75,38,2017/5/6 7:55,2017/5/6 11:45,67,2,73,63,161,1.0 
971,2017/5/7,国内,224,75,38,2017/5/7 7:55,2017/5/7 11:45,71,2,54,73,161,1.0 
972,2017/5/5,国内,222,45,38,2017/5/5 17:05,2017/5/5 19:10,53,2,53,48,161,1.0 
973,2017/5/6,国内,222,45,38,2017/5/6 17:05,2017/5/6 19:10,78,2,36,54,155,1.0 
974,2017/5/8,国内,222,45,38,2017/5/8 17:05,2017/5/8 19:10,46,1,25,21,119,1.0 
975,2017/5/5,国内,226,75,37,2017/5/5 10:20,2017/5/5 14:00,66,2,108,55,161,1.0 
976,2017/5/7,国内,226,75,37,2017/5/7 10:20,2017/5/7 14:00,68,2,98,48,161,1.0 
977,2017/5/5,国内,226,37,50,2017/5/5 15:15,2017/5/5 17:15,66,2,116,55,161,1.0 
978,2017/5/7,国内,226,37,50,2017/5/7 15:15,2017/5/7 17:15,68,2,95,48,161,1.0 
979,2017/5/5,国内,222,38,50,2017/5/5 20:10,2017/5/5 21:40,53,2,123,48,161,1.0 
980,2017/5/6,国内,222,38,50,2017/5/6 20:10,2017/5/6 21:40,78,2,95,54,155,1.0 
981,2017/5/8,国内,222,38,50,2017/5/8 20:10,2017/5/8 21:40,46,1,25,21,119,1.0 
982,2017/5/6,国内,224,38,49,2017/5/6 12:45,2017/5/6 14:15,67,2,80,63,161,1.0 
983,2017/5/7,国内,224,38,49,2017/5/7 12:45,2017/5/7 14:15,71,2,76,73,161,1.0 
984,2017/5/5,国际,246,21,49,2017/5/5 9:20,2017/5/5 13:35,19,2,84,40,161,1.5 
985,2017/5/7,国际,246,21,49,2017/5/7 9:20,2017/5/7 13:35,115,2,110,21,161,1.5 
986,2017/5/5,国内,244,36,62,2017/5/5 20:35,2017/5/5 22:55,10,2,121,0,161,1.0 
987,2017/5/6,国内,244,36,62,2017/5/6 20:35,2017/5/6 22:55,37,2,107,0,161,1.0 
988,2017/5/7,国内,244,36,62,2017/5/7 20:35,2017/5/7 22:55,80,2,43,0,161,1.0 
989,2017/5/8,国内,244,36,62,2017/5/8 20:35,2017/5/8 22:55,15,2,25,0,161,1.0 
990,2017/5/7,国内,233,31,49,2017/5/7 22:00,2017/5/7 23:20,64,2,52,0,161,1.0 
991,2017/5/5,国际,246,49,78,2017/5/5 14:35,2017/5/5 17:25,19,2,94,40,161,1.5 
992,2017/5/7,国际,246,49,78,2017/5/7 14:35,2017/5/7 17:25,115,2,103,21,161,1.5 
993,2017/5/5,国内,252,50,31,2017/5/5 18:05,2017/5/5 19:40,78,2,121,0,155,1.0 
994,2017/5/6,国内,252,50,31,2017/5/6 18:05,2017/5/6 19:40,40,1,39,0,119,1.0 
995,2017/5/7,国内,252,50,31,2017/5/7 18:05,2017/5/7 19:40,45,1,39,0,119,1.0 
996,2017/5/8,国内,252,50,31,2017/5/8 18:05,2017/5/8 19:40,107,2,51,0,161,1.0 
997,2017/5/5,国内,233,31,49,2017/5/5 22:00,2017/5/5 23:20,7,2,96,0,161,1.0 
998,2017/5/8,国内,233,31,49,2017/5/8 22:00,2017/5/8 23:20,103,2,35,0,161,1.0 
999,2017/5/5,国内,237,42,49,2017/5/5 12:20,2017/5/5 14:20,5,2,128,0,183,1.0 
1000,2017/5/6,国内,237,42,49,2017/5/6 12:20,2017/5/6 14:20,133,2,64,0,183,1.0 
1001,2017/5/7,国内,237,42,49,2017/5/7 12:20,2017/5/7 14:20,132,2,80,0,183,1.0 
1002,2017/5/8,国内,237,42,49,2017/5/8 12:20,2017/5/8 14:20,133,2,65,0,183,1.0 
1003,2017/5/5,国内,250,50,31,2017/5/5 11:10,2017/5/5 12:40,26,3,80,0,157,1.0 
1004,2017/5/6,国内,250,50,31,2017/5/6 11:10,2017/5/6 12:40,44,1,46,0,119,1.0 
1005,2017/5/7,国内,250,50,31,2017/5/7 11:10,2017/5/7 12:40,99,2,146,0,161,1.0 
1006,2017/5/8,国内,250,50,31,2017/5/8 11:10,2017/5/8 12:40,47,2,47,0,161,1.0 
1007,2017/5/6,国内,233,31,49,2017/5/6 22:00,2017/5/6 23:20,43,1,51,0,119,1.0 
1008,2017/5/5,国内,253,31,50,2017/5/5 20:45,2017/5/5 22:35,78,2,155,0,155,1.0 
1009,2017/5/7,国内,253,31,50,2017/5/7 20:45,2017/5/7 22:35,45,1,21,0,119,1.0 
1010,2017/5/8,国内,253,31,50,2017/5/8 20:45,2017/5/8 22:35,107,2,27,0,161,1.0 
1011,2017/5/5,国内,234,49,31,2017/5/5 7:00,2017/5/5 8:35,48,2,56,0,161,1.0 
1012,2017/5/6,国内,234,49,31,2017/5/6 7:00,2017/5/6 8:35,42,1,40,0,119,1.0 
1013,2017/5/7,国内,234,49,31,2017/5/7 7:00,2017/5/7 8:35,41,1,9,0,119,1.0 
1014,2017/5/8,国内,234,49,31,2017/5/8 7:00,2017/5/8 8:35,35,2,77,0,161,1.0 
1015,2017/5/5,国际,239,78,49,2017/5/5 13:40,2017/5/5 16:35,13,2,60,8,161,1.5 
1016,2017/5/7,国际,239,78,49,2017/5/7 13:40,2017/5/7 16:35,93,2,46,11,155,1.5 
1017,2017/5/5,国内,251,31,50,2017/5/5 13:50,2017/5/5 15:40,26,3,125,0,157,1.0 
1018,2017/5/6,国内,251,31,50,2017/5/6 13:50,2017/5/6 15:40,44,1,82,0,119,1.0 
1019,2017/5/7,国内,251,31,50,2017/5/7 13:50,2017/5/7 15:40,99,2,41,0,161,1.0 
1020,2017/5/8,国内,251,31,50,2017/5/8 13:50,2017/5/8 15:40,47,2,33,0,161,1.0 
1021,2017/5/5,国内,230,57,50,2017/5/5 19:30,2017/5/5 20:55,71,2,114,34,161,1.0 
1022,2017/5/8,国内,230,57,50,2017/5/8 19:30,2017/5/8 21:00,114,2,40,12,161,1.0 
1023,2017/5/5,国际,239,49,21,2017/5/5 17:35,2017/5/5 22:00,13,2,98,8,161,1.5 
1024,2017/5/7,国际,239,49,21,2017/5/7 17:35,2017/5/7 22:00,93,2,53,11,155,1.5 
1025,2017/5/5,国内,235,31,49,2017/5/5 9:40,2017/5/5 11:10,48,2,79,0,161,1.0 
1026,2017/5/8,国内,235,31,49,2017/5/8 9:40,2017/5/8 11:10,35,2,61,0,161,1.0 
1027,2017/5/5,国内,243,62,36,2017/5/5 16:55,2017/5/5 19:35,10,2,140,0,161,1.0 
1028,2017/5/6,国内,243,62,36,2017/5/6 16:55,2017/5/6 19:35,37,2,76,0,161,1.0 
1029,2017/5/7,国内,243,62,36,2017/5/7 16:55,2017/5/7 19:35,80,2,49,0,161,1.0 
1030,2017/5/8,国内,243,62,36,2017/5/8 16:55,2017/5/8 19:35,15,2,26,0,161,1.0 
1031,2017/5/6,国内,230,44,57,2017/5/6 16:10,2017/5/6 18:30,55,2,75,71,161,1.0 
1032,2017/5/6,国内,230,57,50,2017/5/6 19:30,2017/5/6 20:55,55,2,88,71,161,1.0 
1033,2017/5/7,国内,235,31,49,2017/5/7 9:40,2017/5/7 11:10,41,1,18,0,119,1.0 
1034,2017/5/5,国内,232,49,31,2017/5/5 19:05,2017/5/5 20:30,7,2,106,0,161,1.0 
1035,2017/5/6,国内,232,49,31,2017/5/6 19:05,2017/5/6 20:30,43,1,38,0,119,1.0 
1036,2017/5/7,国内,232,49,31,2017/5/7 19:05,2017/5/7 20:30,64,2,60,0,161,1.0 
1037,2017/5/8,国内,232,49,31,2017/5/8 19:05,2017/5/8 20:30,103,2,78,0,161,1.0 
1038,2017/5/6,国内,235,31,49,2017/5/6 9:40,2017/5/6 11:10,42,1,48,0,119,1.0 
1039,2017/5/5,国内,236,49,42,2017/5/5 16:35,2017/5/5 18:45,133,2,149,0,183,1.0 
1040,2017/5/6,国内,236,49,42,2017/5/6 16:35,2017/5/6 18:45,132,2,77,0,183,1.0 
1041,2017/5/7,国内,236,49,42,2017/5/7 16:35,2017/5/7 18:45,133,2,38,0,183,1.0 
1042,2017/5/8,国内,236,49,42,2017/5/8 16:35,2017/5/8 18:45,1,2,28,0,183,1.0 
1043,2017/5/5,国内,261,49,31,2017/5/5 11:55,2017/5/5 13:25,54,2,59,0,161,1.0 
1044,2017/5/6,国内,261,49,31,2017/5/6 12:00,2017/5/6 13:25,42,1,33,0,119,1.0 
1045,2017/5/7,国内,261,49,31,2017/5/7 11:55,2017/5/7 13:25,107,2,51,0,161,1.0 
1046,2017/5/8,国内,261,49,31,2017/5/8 12:00,2017/5/8 13:25,7,2,38,0,161,1.0 
1047,2017/5/5,国内,264,38,49,2017/5/5 10:45,2017/5/5 12:15,91,2,141,0,155,1.0 
1048,2017/5/6,国内,264,38,49,2017/5/6 10:45,2017/5/6 12:15,81,2,114,0,161,1.0 
1049,2017/5/8,国内,264,38,49,2017/5/8 10:45,2017/5/8 12:15,41,1,73,0,119,1.0 
1050,2017/5/6,国内,267,36,50,2017/5/6 14:10,2017/5/6 15:40,38,2,153,0,161,1.0 
1051,2017/5/5,国内,256,50,31,2017/5/5 8:00,2017/5/5 9:35,40,1,72,0,119,1.0 
1052,2017/5/6,国内,256,50,31,2017/5/6 8:00,2017/5/6 9:35,33,1,31,0,119,1.0 
1053,2017/5/7,国内,256,50,31,2017/5/7 8:00,2017/5/7 9:35,46,1,23,0,119,1.0 
1054,2017/5/8,国内,256,50,31,2017/5/8 8:00,2017/5/8 9:35,33,1,37,0,119,1.0 
1055,2017/5/5,国内,259,50,34,2017/5/5 15:05,2017/5/5 17:30,127,2,126,42,183,1.0 
1056,2017/5/6,国内,259,50,34,2017/5/6 15:05,2017/5/6 17:30,137,2,110,43,183,1.0 
1057,2017/5/7,国内,259,50,34,2017/5/7 15:05,2017/5/7 17:30,4,2,21,86,183,1.0 
1058,2017/5/8,国内,259,50,34,2017/5/8 15:05,2017/5/8 17:30,120,2,65,63,183,1.0 
1059,2017/5/8,国际,265,16,49,2017/5/8 17:40,2017/5/8 20:55,127,2,157,0,183,1.5 
1060,2017/5/5,国际,257,49,16,2017/5/5 13:50,2017/5/5 17:15,88,2,146,0,155,1.5 
1061,2017/5/7,国际,257,49,16,2017/5/7 12:30,2017/5/7 15:45,84,2,160,0,161,1.5 
1062,2017/5/6,国际,265,16,49,2017/5/6 17:40,2017/5/6 20:55,9,2,142,0,161,1.5 
1063,2017/5/7,国内,262,31,49,2017/5/7 14:30,2017/5/7 15:55,107,2,43,0,161,1.0 
1064,2017/5/7,国际,265,16,49,2017/5/7 16:55,2017/5/7 20:15,84,2,147,0,161,1.5 
1065,2017/5/6,国际,257,49,16,2017/5/6 13:15,2017/5/6 16:40,9,2,157,0,161,1.5 
1066,2017/5/8,国际,257,49,16,2017/5/8 13:15,2017/5/8 16:40,127,2,156,0,183,1.5 
1067,2017/5/5,国内,260,34,50,2017/5/5 18:20,2017/5/5 20:25,127,2,69,105,183,1.0 
1068,2017/5/6,国内,260,34,50,2017/5/6 18:20,2017/5/6 20:25,137,2,58,101,183,1.0 
1069,2017/5/7,国内,260,34,50,2017/5/7 18:20,2017/5/7 20:25,4,2,58,99,183,1.0 
1070,2017/5/8,国内,260,34,50,2017/5/8 18:20,2017/5/8 20:25,120,2,55,71,183,1.0 
1071,2017/5/5,国际,265,16,49,2017/5/5 18:35,2017/5/5 21:55,88,2,110,0,155,1.5 
1072,2017/5/5,国内,262,31,49,2017/5/5 14:30,2017/5/5 15:55,54,2,161,0,161,1.0 
1073,2017/5/6,国内,262,31,49,2017/5/6 14:30,2017/5/6 16:00,42,1,15,0,119,1.0 
1074,2017/5/8,国内,262,31,49,2017/5/8 14:30,2017/5/8 16:00,7,2,62,0,161,1.0 
1075,2017/5/5,国内,266,50,36,2017/5/5 7:25,2017/5/5 8:45,37,2,89,0,161,1.0 
1076,2017/5/6,国内,266,50,36,2017/5/6 7:25,2017/5/6 8:45,69,2,40,0,161,1.0 
1077,2017/5/7,国内,266,50,36,2017/5/7 7:25,2017/5/7 8:45,135,2,17,0,183,1.0 
1078,2017/5/8,国内,266,50,36,2017/5/8 7:25,2017/5/8 8:45,55,2,39,0,161,1.0 
1079,2017/5/5,国内,258,31,50,2017/5/5 10:55,2017/5/5 12:35,40,1,119,0,119,1.0 
1080,2017/5/7,国内,258,31,50,2017/5/7 10:55,2017/5/7 12:35,46,1,39,0,119,1.0 
1081,2017/5/8,国内,258,31,50,2017/5/8 10:55,2017/5/8 12:35,33,1,51,0,119,1.0 
1082,2017/5/5,国内,260,50,27,2017/5/5 21:10,2017/5/5 23:45,127,2,71,105,183,1.0 
1083,2017/5/6,国内,260,50,27,2017/5/6 21:10,2017/5/6 23:45,137,2,69,101,183,1.0 
1084,2017/5/7,国内,260,50,27,2017/5/7 21:10,2017/5/7 23:45,4,2,67,99,183,1.0 
1085,2017/5/8,国内,260,50,27,2017/5/8 21:10,2017/5/8 23:45,120,2,96,71,183,1.0 
1086,2017/5/5,国内,263,49,38,2017/5/5 8:05,2017/5/5 9:45,91,2,117,0,155,1.0 
1087,2017/5/6,国内,263,49,38,2017/5/6 8:05,2017/5/6 9:45,81,2,74,0,161,1.0 
1088,2017/5/8,国内,263,49,38,2017/5/8 8:05,2017/5/8 9:45,41,1,78,0,119,1.0 
1089,2017/5/6,国内,258,31,50,2017/5/6 10:55,2017/5/6 12:35,33,1,105,0,119,1.0 
1090,2017/5/5,国内,267,36,50,2017/5/5 14:10,2017/5/5 15:40,76,2,131,0,161,1.0 
1091,2017/5/7,国内,267,36,50,2017/5/7 14:10,2017/5/7 15:40,75,2,56,0,161,1.0 
